Skills,Experience,Education,Certifications,Job_Role,Salary_Expectation,Projects_Count,AI_Score,Recruiter_Decision,Education_Ordinal,Certifications_Encoded,Job_Role_Encoded,Education_Encoded,ModelB_Hire_Prob,ModelB_Prediction,ModelB_Pred_Label,ModelB_Rank
"C++, SQL, React, Java",6,PhD,AWS Certified,Software Engineer,43584,9,98.7,Hire,4,0,3,4,0.7917,1,Hire,576
"Ethical Hacking, Cybersecurity, Linux",9,M.Tech,,Cybersecurity Analyst,55058,3,97.9,Hire,3,3,1,2,0.7881,1,Hire,580
"Linux, Cybersecurity, Networking",2,B.Sc,AWS Certified,Cybersecurity Analyst,54759,1,42.9,Hire,2,0,1,0,0.7881,1,Hire,580
"Java, C++, React",9,M.Tech,,Software Engineer,54990,1,100.0,Hire,3,3,3,2,0.7881,1,Hire,580
"SQL, Machine Learning",9,B.Sc,Google ML,Data Scientist,54846,8,92.4,Hire,2,2,2,0,0.7881,1,Hire,580
"Linux, Networking, Ethical Hacking, Cybersecurity",8,B.Sc,AWS Certified,Cybersecurity Analyst,111242,5,100.0,Hire,2,0,1,0,0.7857,1,Hire,584
"Linux, Ethical Hacking",5,B.Tech,AWS Certified,Cybersecurity Analyst,111508,7,97.7,Hire,2,0,1,1,0.7857,1,Hire,584
"Pytorch, Python, TensorFlow",0,PhD,Google ML,AI Researcher,110862,6,52.1,Reject,4,2,0,4,0.7857,1,Hire,584
"SQL, Java, C++, React",5,M.Tech,Deep Learning Specialization,Software Engineer,111578,9,84.8,Hire,3,1,3,2,0.7857,1,Hire,584
"Linux, Ethical Hacking, Cybersecurity",4,PhD,AWS Certified,Cybersecurity Analyst,96836,1,71.9,Hire,4,0,1,4,0.7838,1,Hire,588
"Java, SQL",8,M.Tech,Deep Learning Specialization,Software Engineer,96786,4,92.3,Reject,3,1,3,2,0.7838,1,Hire,588
"Linux, Ethical Hacking",8,MBA,AWS Certified,Cybersecurity Analyst,96662,9,100.0,Hire,3,0,1,3,0.7838,1,Hire,588
"Networking, Linux, Ethical Hacking",7,B.Tech,Google ML,Cybersecurity Analyst,96689,3,100.0,Hire,2,2,1,1,0.7838,1,Hire,588
"TensorFlow, Pytorch, Python, NLP",1,B.Sc,AWS Certified,AI Researcher,97235,4,62.1,Reject,2,0,0,0,0.7838,1,Hire,588
"Pytorch, Python",9,PhD,Deep Learning Specialization,AI Researcher,97435,7,99.5,Hire,4,1,0,4,0.7838,1,Hire,588
"Deep Learning, SQL, Python, Machine Learning",5,M.Tech,AWS Certified,Data Scientist,97148,1,84.7,Hire,3,0,2,2,0.7838,1,Hire,588
"Networking, Ethical Hacking, Linux, Cybersecurity",10,M.Tech,Google ML,Cybersecurity Analyst,97006,5,100.0,Hire,3,2,1,2,0.7838,1,Hire,588
"Python, Pytorch, TensorFlow",9,MBA,AWS Certified,AI Researcher,97312,1,89.3,Hire,3,0,0,3,0.7838,1,Hire,588
"NLP, TensorFlow",4,MBA,Google ML,AI Researcher,49331,7,90.3,Reject,3,2,0,3,0.7835,1,Hire,597
"C++, React, SQL, Java",1,M.Tech,Google ML,Software Engineer,49305,9,95.5,Hire,3,2,3,2,0.7835,1,Hire,597
"SQL, C++, Java",6,MBA,,Software Engineer,49261,1,87.7,Hire,3,3,3,3,0.7835,1,Hire,597
"Ethical Hacking, Networking",2,MBA,Deep Learning Specialization,Cybersecurity Analyst,49346,3,49.4,Hire,3,1,1,3,0.7835,1,Hire,597
"Networking, Cybersecurity",1,PhD,,Cybersecurity Analyst,100697,9,56.2,Reject,4,3,1,4,0.7833,1,Hire,601
"React, SQL, C++",3,B.Tech,Google ML,Software Engineer,100722,5,77.5,Hire,2,2,3,1,0.7833,1,Hire,601
"Deep Learning, Python",5,MBA,AWS Certified,Data Scientist,100800,3,93.0,Hire,3,0,2,3,0.7833,1,Hire,601
"Linux, Cybersecurity",0,MBA,Google ML,Cybersecurity Analyst,89654,8,53.2,Reject,3,2,1,3,0.7825,1,Hire,604
"Pytorch, Python, NLP",10,M.Tech,,AI Researcher,89696,3,97.7,Hire,3,3,0,2,0.7825,1,Hire,604
"Cybersecurity, Ethical Hacking, Networking, Linux",6,MBA,Google ML,Cybersecurity Analyst,89696,10,100.0,Hire,3,2,1,3,0.7825,1,Hire,604
"SQL, Deep Learning, Python",5,PhD,,Data Scientist,89654,3,78.3,Hire,4,3,2,4,0.7825,1,Hire,604
"Java, React, C++, SQL",3,B.Sc,Google ML,Software Engineer,63179,9,92.7,Reject,2,2,3,0,0.7777,1,Hire,608
"Python, Deep Learning",6,PhD,Google ML,Data Scientist,63260,8,99.8,Hire,4,2,2,4,0.7777,1,Hire,608
"Cybersecurity, Ethical Hacking, Linux",7,MBA,AWS Certified,Cybersecurity Analyst,63157,4,95.3,Hire,3,0,1,3,0.7777,1,Hire,608
"Linux, Ethical Hacking, Networking",4,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,62790,9,93.3,Reject,3,1,1,2,0.7777,1,Hire,608
"Networking, Cybersecurity, Ethical Hacking",2,B.Sc,Google ML,Cybersecurity Analyst,63016,7,77.8,Reject,2,2,1,0,0.7777,1,Hire,608
"Java, React, C++, SQL",8,B.Tech,Google ML,Software Engineer,63268,7,100.0,Hire,2,2,3,1,0.7777,1,Hire,608
"TensorFlow, NLP, Pytorch",6,B.Tech,Deep Learning Specialization,AI Researcher,63269,0,83.5,Hire,2,1,0,1,0.7777,1,Hire,608
"Linux, Cybersecurity",9,B.Sc,,Cybersecurity Analyst,62823,7,100.0,Hire,2,3,1,0,0.7777,1,Hire,608
"Ethical Hacking, Linux",7,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,91922,0,88.8,Hire,3,1,1,2,0.7773,1,Hire,616
"Python, NLP, Pytorch",3,B.Sc,Deep Learning Specialization,AI Researcher,91770,0,59.9,Reject,2,1,0,0,0.7773,1,Hire,616
"SQL, Machine Learning, Deep Learning, Python",5,PhD,AWS Certified,Data Scientist,91828,10,100.0,Hire,4,0,2,4,0.7773,1,Hire,616
"Python, NLP",1,M.Tech,Google ML,AI Researcher,98317,1,33.9,Hire,3,2,0,2,0.7761,1,Hire,619
"Networking, Cybersecurity, Ethical Hacking, Linux",4,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,98013,4,89.2,Hire,2,1,1,1,0.7761,1,Hire,619
"Java, C++, React, SQL",4,B.Sc,,Software Engineer,98181,8,91.2,Hire,2,3,3,0,0.7761,1,Hire,619
"Python, Deep Learning, Machine Learning",2,B.Tech,Deep Learning Specialization,Data Scientist,98024,2,44.3,Reject,2,1,2,1,0.7761,1,Hire,619
"React, Java, C++, SQL",7,M.Tech,Deep Learning Specialization,Software Engineer,89830,3,98.9,Hire,3,1,3,2,0.7685,1,Hire,623
"Java, SQL",3,B.Tech,Deep Learning Specialization,Software Engineer,89716,1,47.2,Reject,2,1,3,1,0.7685,1,Hire,623
"Python, NLP",8,B.Sc,Google ML,AI Researcher,89808,10,100.0,Hire,2,2,0,0,0.7685,1,Hire,623
"React, Java, SQL",4,M.Tech,Deep Learning Specialization,Software Engineer,82848,5,87.0,Reject,3,1,3,2,0.7643,1,Hire,626
"Python, Pytorch, NLP, TensorFlow",3,PhD,Deep Learning Specialization,AI Researcher,82727,9,100.0,Hire,4,1,0,4,0.7643,1,Hire,626
"SQL, Deep Learning, Python, Machine Learning",7,B.Sc,,Data Scientist,82958,10,100.0,Hire,2,3,2,0,0.7643,1,Hire,626
"Python, TensorFlow",3,B.Sc,,AI Researcher,82959,3,60.1,Hire,2,3,0,0,0.7643,1,Hire,626
"C++, SQL",2,M.Tech,AWS Certified,Software Engineer,83223,4,61.6,Hire,3,0,3,2,0.7627,1,Hire,630
"Python, Machine Learning",9,B.Sc,Google ML,Data Scientist,83152,2,99.3,Hire,2,2,2,0,0.7627,1,Hire,630
"C++, SQL",6,MBA,AWS Certified,Software Engineer,83118,3,88.6,Reject,3,0,3,3,0.7627,1,Hire,630
"TensorFlow, NLP, Pytorch, Python",1,PhD,AWS Certified,AI Researcher,83138,3,53.6,Reject,4,0,0,4,0.7627,1,Hire,630
"Linux, Networking, Cybersecurity, Ethical Hacking",8,PhD,AWS Certified,Cybersecurity Analyst,83146,10,100.0,Hire,4,0,1,4,0.7627,1,Hire,630
"SQL, Python, Machine Learning, Deep Learning",3,MBA,Deep Learning Specialization,Data Scientist,102054,1,69.5,Hire,3,1,2,3,0.7554,1,Hire,635
"Deep Learning, SQL",5,MBA,Google ML,Data Scientist,101471,0,70.8,Reject,3,2,2,3,0.7554,1,Hire,635
"Ethical Hacking, Networking, Linux",1,M.Tech,Google ML,Cybersecurity Analyst,102085,6,60.9,Reject,3,2,1,2,0.7554,1,Hire,635
"TensorFlow, Python, NLP",9,M.Tech,AWS Certified,AI Researcher,101293,0,100.0,Hire,3,0,0,2,0.7554,1,Hire,635
"Python, Pytorch, NLP, TensorFlow",1,B.Sc,Google ML,AI Researcher,101851,2,48.9,Hire,2,2,0,0,0.7554,1,Hire,635
"Python, Pytorch",5,MBA,AWS Certified,AI Researcher,101270,7,100.0,Hire,3,0,0,3,0.7554,1,Hire,635
"SQL, Java, React, C++",4,MBA,Deep Learning Specialization,Software Engineer,101488,5,85.1,Hire,3,1,3,3,0.7554,1,Hire,635
"Networking, Ethical Hacking, Linux",3,M.Tech,,Cybersecurity Analyst,101694,8,77.2,Hire,3,3,1,2,0.7554,1,Hire,635
"Python, Deep Learning",7,B.Tech,,Data Scientist,104891,2,95.3,Hire,2,3,2,1,0.7526,1,Hire,643
"Python, TensorFlow, NLP, Pytorch",4,B.Sc,,AI Researcher,104295,6,87.8,Hire,2,3,0,0,0.7526,1,Hire,643
"Python, Deep Learning, SQL",7,M.Tech,Deep Learning Specialization,Data Scientist,104836,5,100.0,Hire,3,1,2,2,0.7526,1,Hire,643
"SQL, Machine Learning",1,B.Sc,Deep Learning Specialization,Data Scientist,104811,1,32.4,Reject,2,1,2,0,0.7526,1,Hire,643
"Cybersecurity, Networking, Linux",2,B.Sc,AWS Certified,Cybersecurity Analyst,104195,3,67.3,Reject,2,0,1,0,0.7526,1,Hire,643
"Ethical Hacking, Cybersecurity, Networking, Linux",5,B.Tech,AWS Certified,Cybersecurity Analyst,104149,9,94.7,Hire,2,0,1,1,0.7526,1,Hire,643
"TensorFlow, NLP, Pytorch",10,B.Sc,,AI Researcher,104895,8,96.8,Hire,2,3,0,0,0.7526,1,Hire,643
"SQL, Python",8,MBA,AWS Certified,Data Scientist,104379,6,100.0,Hire,3,0,2,3,0.7526,1,Hire,643
"SQL, Machine Learning, Deep Learning, Python",3,PhD,,Data Scientist,104405,9,99.9,Hire,4,3,2,4,0.7526,1,Hire,643
"Java, SQL, React",3,MBA,AWS Certified,Software Engineer,104253,8,91.2,Hire,3,0,3,3,0.7526,1,Hire,643
"Python, Machine Learning, SQL",9,PhD,Google ML,Data Scientist,104274,10,100.0,Hire,4,2,2,4,0.7526,1,Hire,643
"Ethical Hacking, Cybersecurity, Linux",3,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,113725,0,47.3,Reject,3,1,1,2,0.7501,0,Reject,654
"TensorFlow, Python, NLP, Pytorch",0,M.Tech,,AI Researcher,113643,4,37.9,Reject,3,3,0,2,0.7501,0,Reject,654
"Ethical Hacking, Linux",6,B.Sc,AWS Certified,Cybersecurity Analyst,113676,9,89.8,Reject,2,0,1,0,0.7501,0,Reject,654
"Deep Learning, SQL, Python, Machine Learning",8,MBA,AWS Certified,Data Scientist,100345,0,100.0,Hire,3,0,2,3,0.749,1,Hire,657
"Python, Machine Learning, Deep Learning",8,B.Sc,Deep Learning Specialization,Data Scientist,100425,0,90.5,Reject,2,1,2,0,0.749,1,Hire,657
"TensorFlow, NLP, Python, Pytorch",8,M.Tech,Google ML,AI Researcher,100399,7,100.0,Hire,3,2,0,2,0.749,1,Hire,657
"Cybersecurity, Ethical Hacking",2,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,100524,5,68.0,Reject,2,1,1,1,0.749,1,Hire,657
"Java, SQL",5,MBA,AWS Certified,Software Engineer,40914,6,97.8,Hire,3,0,3,3,0.7456,1,Hire,661
"Networking, Cybersecurity",5,MBA,,Cybersecurity Analyst,40736,6,88.9,Hire,3,3,1,3,0.7456,1,Hire,661
"SQL, Java",3,B.Sc,,Software Engineer,41272,6,68.2,Reject,2,3,3,0,0.7456,1,Hire,661
"C++, Java, SQL",6,MBA,AWS Certified,Software Engineer,40595,1,87.8,Hire,3,0,3,3,0.7456,1,Hire,661
"TensorFlow, NLP, Pytorch",6,PhD,AWS Certified,AI Researcher,41199,9,98.8,Hire,4,0,0,4,0.7456,1,Hire,661
"C++, SQL, Java",0,M.Tech,AWS Certified,Software Engineer,41382,0,24.6,Reject,3,0,3,2,0.7456,1,Hire,661
"Linux, Networking, Cybersecurity, Ethical Hacking",8,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,40945,4,98.8,Hire,2,1,1,1,0.7456,1,Hire,661
"TensorFlow, NLP, Python",0,MBA,Google ML,AI Researcher,40720,2,36.0,Hire,3,2,0,3,0.7456,1,Hire,661
"Networking, Ethical Hacking, Linux, Cybersecurity",4,PhD,,Cybersecurity Analyst,52790,2,61.8,Reject,4,3,1,4,0.7435,1,Hire,669
"SQL, Python, Machine Learning",6,B.Sc,AWS Certified,Data Scientist,52824,9,92.7,Hire,2,0,2,0,0.7435,1,Hire,669
"Python, TensorFlow, NLP",1,MBA,AWS Certified,AI Researcher,52956,8,72.9,Hire,3,0,0,3,0.7435,1,Hire,669
"Ethical Hacking, Linux, Cybersecurity",4,MBA,,Cybersecurity Analyst,52722,9,98.3,Hire,3,3,1,3,0.7435,1,Hire,669
"Deep Learning, SQL",1,MBA,Google ML,Data Scientist,71365,6,63.5,Hire,3,2,2,3,0.7404,1,Hire,673
"SQL, React, C++, Java",3,PhD,Deep Learning Specialization,Software Engineer,71138,8,96.8,Hire,4,1,3,4,0.7404,1,Hire,673
"Python, Machine Learning, SQL",0,B.Tech,AWS Certified,Data Scientist,71169,4,49.5,Reject,2,0,2,1,0.7404,1,Hire,673
"Deep Learning, Machine Learning, Python",3,MBA,AWS Certified,Data Scientist,71310,1,62.5,Reject,3,0,2,3,0.7404,1,Hire,673
"Machine Learning, SQL, Python, Deep Learning",7,B.Tech,Google ML,Data Scientist,71459,0,100.0,Hire,2,2,2,1,0.7404,1,Hire,673
"Python, SQL, Machine Learning",3,B.Tech,AWS Certified,Data Scientist,71142,4,74.5,Hire,2,0,2,1,0.7404,1,Hire,673
"C++, React",8,B.Sc,Deep Learning Specialization,Software Engineer,71077,7,100.0,Hire,2,1,3,0,0.7404,1,Hire,673
"SQL, Deep Learning, Python, Machine Learning",6,M.Tech,Deep Learning Specialization,Data Scientist,72143,10,97.5,Hire,3,1,2,2,0.733,1,Hire,680
"React, C++, Java",5,PhD,AWS Certified,Software Engineer,72099,10,98.3,Hire,4,0,3,4,0.733,1,Hire,680
"NLP, Pytorch, TensorFlow",6,B.Tech,Deep Learning Specialization,AI Researcher,72164,4,100.0,Reject,2,1,0,1,0.733,1,Hire,680
"Python, Pytorch, TensorFlow, NLP",6,PhD,Deep Learning Specialization,AI Researcher,71832,4,98.8,Hire,4,1,0,4,0.733,1,Hire,680
"SQL, Deep Learning, Python, Machine Learning",7,M.Tech,,Data Scientist,71964,7,100.0,Hire,3,3,2,2,0.733,1,Hire,680
"Python, Pytorch",0,B.Tech,Deep Learning Specialization,AI Researcher,71804,10,67.5,Reject,2,1,0,1,0.733,1,Hire,680
"Cybersecurity, Linux, Ethical Hacking, Networking",3,MBA,Deep Learning Specialization,Cybersecurity Analyst,118062,8,100.0,Hire,3,1,1,3,0.7277,1,Hire,686
"Machine Learning, SQL, Python",3,M.Tech,Google ML,Data Scientist,119432,9,93.1,Hire,3,2,2,2,0.7277,1,Hire,686
"SQL, C++, React",1,M.Tech,Deep Learning Specialization,Software Engineer,118312,4,57.5,Reject,3,1,3,2,0.7277,1,Hire,686
"Deep Learning, Python, SQL",2,B.Sc,Deep Learning Specialization,Data Scientist,119054,8,83.4,Hire,2,1,2,0,0.7277,1,Hire,686
"Python, SQL",0,PhD,Deep Learning Specialization,Data Scientist,118756,9,59.7,Reject,4,1,2,4,0.7277,1,Hire,686
"React, SQL, Java, C++",6,B.Tech,Deep Learning Specialization,Software Engineer,119018,0,86.9,Hire,2,1,3,1,0.7277,1,Hire,686
"SQL, Deep Learning, Python, Machine Learning",8,B.Sc,Google ML,Data Scientist,118651,5,92.8,Hire,2,2,2,0,0.7277,1,Hire,686
"SQL, Python",8,B.Sc,Deep Learning Specialization,Data Scientist,118157,10,100.0,Hire,2,1,2,0,0.7277,1,Hire,686
"Python, TensorFlow, NLP",10,M.Tech,,AI Researcher,118077,8,100.0,Hire,3,3,0,2,0.7277,1,Hire,686
"NLP, TensorFlow, Python, Pytorch",0,M.Tech,Google ML,AI Researcher,119583,8,63.2,Hire,3,2,0,2,0.7277,1,Hire,686
"NLP, Pytorch, Python",10,B.Tech,Google ML,AI Researcher,119307,2,100.0,Hire,2,2,0,1,0.7277,1,Hire,686
"Ethical Hacking, Networking",6,B.Sc,AWS Certified,Cybersecurity Analyst,119478,2,98.4,Hire,2,0,1,0,0.7277,1,Hire,686
"Ethical Hacking, Networking, Linux",3,B.Tech,Google ML,Cybersecurity Analyst,118508,7,89.5,Hire,2,2,1,1,0.7277,1,Hire,686
"SQL, Python, Deep Learning, Machine Learning",10,PhD,,Data Scientist,119703,1,93.9,Hire,4,3,2,4,0.7277,1,Hire,686
"SQL, C++, Java, React",4,MBA,,Software Engineer,119370,3,72.4,Hire,3,3,3,3,0.7277,1,Hire,686
"Cybersecurity, Linux",2,MBA,Deep Learning Specialization,Cybersecurity Analyst,118103,1,50.7,Hire,3,1,1,3,0.7277,1,Hire,686
"Java, C++, React",0,PhD,Deep Learning Specialization,Software Engineer,118475,2,43.6,Hire,4,1,3,4,0.7277,1,Hire,686
"Deep Learning, Machine Learning, SQL",7,B.Tech,AWS Certified,Data Scientist,118152,6,100.0,Hire,2,0,2,1,0.7277,1,Hire,686
"SQL, Machine Learning",9,PhD,AWS Certified,Data Scientist,119901,3,95.4,Reject,4,0,2,4,0.7277,1,Hire,686
"SQL, Deep Learning",0,PhD,Deep Learning Specialization,Data Scientist,118976,8,59.1,Reject,4,1,2,4,0.7277,1,Hire,686
"SQL, Machine Learning, Python, Deep Learning",7,M.Tech,Deep Learning Specialization,Data Scientist,119474,3,97.8,Hire,3,1,2,2,0.7277,1,Hire,686
"React, Java, SQL",3,B.Sc,,Software Engineer,118891,0,43.8,Reject,2,3,3,0,0.7277,1,Hire,686
"Cybersecurity, Linux, Networking",0,MBA,Deep Learning Specialization,Cybersecurity Analyst,49774,7,53.6,Reject,3,1,1,3,0.727,1,Hire,708
"React, SQL",10,PhD,Deep Learning Specialization,Software Engineer,50166,10,84.4,Hire,4,1,3,4,0.727,1,Hire,708
"Deep Learning, Machine Learning, SQL, Python",2,PhD,,Data Scientist,50002,1,52.9,Reject,4,3,2,4,0.727,1,Hire,708
"React, SQL",9,B.Tech,AWS Certified,Software Engineer,50001,6,98.0,Hire,2,0,3,1,0.727,1,Hire,708
"SQL, C++, React",7,M.Tech,AWS Certified,Software Engineer,49907,4,100.0,Hire,3,0,3,2,0.727,1,Hire,708
"Pytorch, TensorFlow, NLP, Python",10,B.Sc,Google ML,AI Researcher,50188,3,100.0,Hire,2,2,0,0,0.727,1,Hire,708
"SQL, Deep Learning, Machine Learning",1,MBA,,Data Scientist,44099,8,61.6,Reject,3,3,2,3,0.7267,1,Hire,714
"SQL, Python, Machine Learning, Deep Learning",1,B.Tech,AWS Certified,Data Scientist,43647,1,45.4,Hire,2,0,2,1,0.7267,1,Hire,714
"Machine Learning, Python, SQL",2,PhD,AWS Certified,Data Scientist,43703,5,75.0,Hire,4,0,2,4,0.7267,1,Hire,714
"Deep Learning, Python",3,MBA,AWS Certified,Data Scientist,44012,10,99.1,Hire,3,0,2,3,0.7267,1,Hire,714
"Machine Learning, Deep Learning",7,B.Tech,AWS Certified,Data Scientist,43930,8,92.3,Hire,2,0,2,1,0.7267,1,Hire,714
"Pytorch, TensorFlow",5,PhD,AWS Certified,AI Researcher,43681,4,84.3,Hire,4,0,0,4,0.7267,1,Hire,714
"React, SQL",10,MBA,AWS Certified,Software Engineer,113587,0,100.0,Hire,3,0,3,3,0.7216,1,Hire,720
"Python, Machine Learning, Deep Learning, SQL",1,PhD,Google ML,Data Scientist,113545,6,75.4,Hire,4,2,2,4,0.7216,1,Hire,720
"C++, React, SQL",9,PhD,Google ML,Software Engineer,113497,5,99.5,Hire,4,2,3,4,0.7216,1,Hire,720
"Deep Learning, Python, SQL",4,B.Tech,,Data Scientist,90584,3,68.9,Hire,2,3,2,1,0.7178,1,Hire,723
"React, C++, SQL, Java",7,MBA,Deep Learning Specialization,Software Engineer,90437,5,100.0,Hire,3,1,3,3,0.7178,1,Hire,723
"Python, NLP, TensorFlow",2,M.Tech,Google ML,AI Researcher,90388,4,58.6,Hire,3,2,0,2,0.7178,1,Hire,723
"Pytorch, TensorFlow, NLP",4,B.Tech,,AI Researcher,90906,3,73.9,Reject,2,3,0,1,0.7178,1,Hire,723
"Java, React, C++, SQL",7,PhD,Deep Learning Specialization,Software Engineer,55916,6,95.6,Hire,4,1,3,4,0.7151,1,Hire,727
"C++, React",1,MBA,,Software Engineer,55836,3,28.6,Reject,3,3,3,3,0.7151,1,Hire,727
"SQL, Deep Learning",5,B.Sc,Google ML,Data Scientist,55964,5,100.0,Hire,2,2,2,0,0.7151,1,Hire,727
"SQL, React, Java",4,PhD,,Software Engineer,87441,9,97.8,Hire,4,3,3,4,0.713,1,Hire,730
"TensorFlow, Python, NLP, Pytorch",9,MBA,,AI Researcher,87232,0,100.0,Hire,3,3,0,3,0.713,1,Hire,730
"Java, React, C++",8,M.Tech,,Software Engineer,87272,2,100.0,Hire,3,3,3,2,0.713,1,Hire,730
"Networking, Cybersecurity, Ethical Hacking, Linux",1,B.Sc,AWS Certified,Cybersecurity Analyst,86274,3,64.5,Hire,2,0,1,0,0.713,1,Hire,730
"Ethical Hacking, Linux, Networking",5,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,87063,5,98.9,Hire,2,1,1,1,0.713,1,Hire,730
"Pytorch, TensorFlow, Python",2,PhD,,AI Researcher,85955,1,37.9,Reject,4,3,0,4,0.713,1,Hire,730
"Python, TensorFlow, Pytorch",1,B.Sc,Deep Learning Specialization,AI Researcher,85905,7,63.4,Reject,2,1,0,0,0.713,1,Hire,730
"Pytorch, NLP, Python",2,B.Tech,,AI Researcher,85775,5,66.1,Hire,2,3,0,1,0.713,1,Hire,730
"TensorFlow, Pytorch, NLP, Python",1,B.Tech,AWS Certified,AI Researcher,86353,2,49.9,Hire,2,0,0,1,0.713,1,Hire,730
"Linux, Cybersecurity",1,M.Tech,Google ML,Cybersecurity Analyst,85755,3,52.3,Hire,3,2,1,2,0.713,1,Hire,730
"Cybersecurity, Networking",4,PhD,,Cybersecurity Analyst,87051,0,50.7,Hire,4,3,1,4,0.713,1,Hire,730
"Deep Learning, SQL, Machine Learning, Python",1,MBA,AWS Certified,Data Scientist,86355,4,67.5,Hire,3,0,2,3,0.713,1,Hire,730
"Python, Machine Learning, SQL",4,B.Tech,,Data Scientist,85884,6,78.9,Reject,2,3,2,1,0.713,1,Hire,730
"React, SQL",8,B.Sc,Deep Learning Specialization,Software Engineer,86416,8,100.0,Hire,2,1,3,0,0.713,1,Hire,730
"TensorFlow, NLP",10,B.Sc,AWS Certified,AI Researcher,86663,2,99.8,Hire,2,0,0,0,0.713,1,Hire,730
"Java, React, C++, SQL",5,MBA,Google ML,Software Engineer,87525,1,84.6,Reject,3,2,3,3,0.713,1,Hire,730
"React, Java",5,B.Sc,AWS Certified,Software Engineer,70378,8,96.6,Hire,2,0,3,0,0.712,1,Hire,746
"TensorFlow, Python, NLP, Pytorch",8,MBA,AWS Certified,AI Researcher,70446,8,93.7,Hire,3,0,0,3,0.712,1,Hire,746
"SQL, Java, React, C++",0,MBA,,Software Engineer,70344,4,40.6,Reject,3,3,3,3,0.712,1,Hire,746
"Python, Machine Learning",7,M.Tech,,Data Scientist,98540,0,85.5,Hire,3,3,2,2,0.7085,1,Hire,749
"TensorFlow, Python",7,B.Sc,Deep Learning Specialization,AI Researcher,98529,1,89.9,Hire,2,1,0,0,0.7085,1,Hire,749
"Python, Pytorch",7,B.Sc,,AI Researcher,98548,7,97.6,Hire,2,3,0,0,0.7085,1,Hire,749
"Pytorch, TensorFlow",0,B.Sc,Deep Learning Specialization,AI Researcher,98413,3,42.0,Reject,2,1,0,0,0.7085,1,Hire,749
"Python, Deep Learning, Machine Learning",5,M.Tech,,Data Scientist,94342,10,100.0,Hire,3,3,2,2,0.7069,1,Hire,753
"TensorFlow, Pytorch, NLP, Python",8,MBA,Deep Learning Specialization,AI Researcher,94384,0,95.4,Hire,3,1,0,3,0.7069,1,Hire,753
"TensorFlow, Python, NLP, Pytorch",4,B.Tech,,AI Researcher,94202,4,84.2,Hire,2,3,0,1,0.7069,1,Hire,753
"React, C++, SQL, Java",0,M.Tech,,Software Engineer,94099,0,25.6,Reject,3,3,3,2,0.7069,1,Hire,753
"Cybersecurity, Linux, Networking, Ethical Hacking",9,PhD,Deep Learning Specialization,Cybersecurity Analyst,94447,4,94.8,Hire,4,1,1,4,0.7069,1,Hire,753
"Cybersecurity, Networking",1,B.Tech,Google ML,Cybersecurity Analyst,94563,6,50.2,Reject,2,2,1,1,0.7069,1,Hire,753
"C++, SQL",2,MBA,Google ML,Software Engineer,94346,1,44.5,Reject,3,2,3,3,0.7069,1,Hire,753
"Machine Learning, Deep Learning, SQL, Python",3,M.Tech,AWS Certified,Data Scientist,93900,0,65.4,Hire,3,0,2,2,0.7069,1,Hire,753
"NLP, TensorFlow, Python",2,MBA,,AI Researcher,94281,2,43.6,Reject,3,3,0,3,0.7069,1,Hire,753
"SQL, Python, Machine Learning, Deep Learning",3,B.Sc,,Data Scientist,94642,8,86.3,Hire,2,3,2,0,0.7069,1,Hire,753
"Networking, Cybersecurity, Ethical Hacking",8,B.Tech,,Cybersecurity Analyst,94140,4,96.2,Hire,2,3,1,1,0.7069,1,Hire,753
"NLP, Python, TensorFlow",7,B.Sc,,AI Researcher,94313,9,100.0,Hire,2,3,0,0,0.7069,1,Hire,753
"SQL, Machine Learning, Python",3,B.Tech,Google ML,Data Scientist,77352,3,66.3,Hire,2,2,2,1,0.7055,1,Hire,765
"Python, TensorFlow",0,M.Tech,AWS Certified,AI Researcher,77225,1,29.8,Reject,3,0,0,2,0.7055,1,Hire,765
"Pytorch, Python, TensorFlow",5,MBA,AWS Certified,AI Researcher,77117,6,92.4,Hire,3,0,0,3,0.7055,1,Hire,765
"Cybersecurity, Linux",9,PhD,,Cybersecurity Analyst,77138,0,90.5,Reject,4,3,1,4,0.7055,1,Hire,765
"NLP, TensorFlow",2,B.Sc,AWS Certified,AI Researcher,52471,10,78.4,Hire,2,0,0,0,0.7052,1,Hire,769
"Deep Learning, SQL, Python, Machine Learning",1,PhD,Deep Learning Specialization,Data Scientist,52288,1,49.0,Hire,4,1,2,4,0.7052,1,Hire,769
"Machine Learning, Deep Learning, Python, SQL",4,B.Sc,,Data Scientist,51928,8,98.5,Hire,2,3,2,0,0.7052,1,Hire,769
"Pytorch, NLP",4,B.Tech,Google ML,AI Researcher,52692,10,97.7,Hire,2,2,0,1,0.7052,1,Hire,769
"SQL, Python",1,MBA,AWS Certified,Data Scientist,52364,8,76.6,Hire,3,0,2,3,0.7052,1,Hire,769
"Cybersecurity, Linux, Ethical Hacking",2,PhD,,Cybersecurity Analyst,51721,10,78.7,Hire,4,3,1,4,0.7052,1,Hire,769
